just_date,Count,TMAX
2015-02-18,7,22
2015-02-27,8,20
2015-02-28,4,28
2015-03-02,7,35
2015-03-04,18,37
2015-03-05,9,26
2015-03-06,13,51
2015-03-07,16,67
2015-03-09,10,58
2015-03-10,7,57
2015-03-11,16,75
2015-03-12,21,68
2010-03-14,30,49
2015-03-14,18,63
2015-03-15,14,74
2015-03-17,17,68
2015-03-21,16,69
2015-03-23,24,68
2015-03-24,17,47
2015-03-27,10,44
2015-03-31,8,77
1999-05-28,1,
2009-06-17,12,93
2009-07-17,27,78
2014-10-05,25,75
2014-11-17,11,27
2015-01-06,12,30
2015-01-12,11,36
2015-01-15,17,47
2015-01-16,10,53
2015-01-20,21,51
2011-01-22,15,34
2015-01-28,12,52
2015-01-31,14,47
2015-02-04,9,41
2015-02-05,10,28
2015-02-06,10,54
2015-02-08,14,68
2015-02-09,13,41
2015-02-11,12,42
2015-02-13,15,42
2015-02-15,12,20
2015-02-20,9,28
2006-02-21,1,
2015-02-21,6,41
2015-02-25,9,45
2015-02-26,7,33
2010-05-06,17,75
2012-05-06,21,92
2014-05-06,16,87
2014-06-23,15,90
2014-06-28,20,90
2005-07-01,2,
2014-07-20,19,87
2014-08-14,7,86
2014-09-01,20,87
2012-09-02,12,84
2014-10-29,11,59
2014-10-30,9,62
2013-11-01,15,65
2014-11-06,13,53
2014-11-23,21,57
2014-11-24,35,57
2014-11-30,18,72
2001-01-01,4,
2014-01-02,3,24
2015-01-02,17,41
2014-01-03,12,30
2015-01-04,17,40
2015-01-05,13,26
2015-01-07,21,22
2015-01-08,7,32
2015-01-09,12,32
2015-01-10,9,34
2013-01-11,17,64
2015-01-11,12,38
2015-01-13,15,28
2015-01-14,28,30
2015-01-19,22,56
2015-01-22,15,37
2015-01-24,17,55
2015-01-27,13,46
2011-02-05,5,38
2011-06-01,14,91
2014-07-01,20,89
2005-08-20,1,
2014-09-09,11,89
2004-09-16,1,
2014-09-16,17,67
2004-09-22,1,
2014-10-03,14,66
2014-10-10,9,59
2014-10-31,22,49
2014-11-10,29,73
2014-11-22,20,60
2014-11-25,29,42
2014-11-27,12,35
2014-12-05,17,47
2014-12-07,59,42
2014-12-10,12,37
2014-12-12,19,51
2014-12-13,18,56
2014-12-14,16,63
2014-12-17,14,39
2014-12-18,15,37
2014-12-20,24,43
2014-12-21,14,45
2014-12-23,19,51
2014-12-25,13,54
2014-12-27,14,50
2014-12-29,39,40
2014-12-30,16,33
2014-12-31,13,29
2014-06-01,16,90
2008-07-01,27,86
2011-08-01,26,100
2014-09-22,23,75
2014-09-29,13,88
2014-11-18,18,29
2014-11-19,25,45
2014-11-21,19,43
2014-11-26,11,36
2014-11-28,20,52
2014-11-29,13,66
2014-12-01,13,34
2014-12-02,13,37
2014-12-03,13,48
2014-12-04,18,41
2014-12-06,11,43
2014-12-08,15,49
2014-12-09,18,40
2014-12-11,16,42
2014-12-15,22,53
2014-12-16,11,45
2014-12-19,15,39
2014-12-22,16,52
2014-12-24,15,43
2014-12-28,10,38
2014-08-25,13,100
2014-10-08,14,78
2014-10-15,12,58
2014-10-24,21,75
2014-10-28,18,72
2014-11-03,15,72
2014-11-04,17,63
2014-11-05,15,63
2014-11-07,14,55
2014-11-08,20,54
2014-11-09,17,64
2014-11-11,12,63
2014-11-12,17,35
2014-11-13,9,32
2014-11-14,14,36
2014-11-15,22,39
2014-11-16,19,35
2009-11-17,14,49
2014-11-20,19,40
2004-12-18,1,
2013-03-09,31,68
2006-04-20,1,
2014-08-15,9,87
2014-09-15,19,78
2014-09-20,24,87
2014-09-21,25,79
2014-09-23,23,75
2014-09-25,15,85
2014-09-26,27,84
2014-09-27,28,84
2014-09-28,21,86
2014-09-30,13,87
2014-10-02,7,77
2014-10-04,20,58
2014-10-06,10,74
2014-10-07,15,78
2014-10-09,10,63
2014-10-11,16,57
2014-10-12,21,63
2014-10-13,13,71
2014-10-14,15,63
2014-10-16,7,73
2014-10-17,16,69
2014-10-18,24,65
2014-10-19,20,64
2014-10-20,24,74
2014-10-21,26,68
2014-10-22,7,63
2014-10-23,18,65
2014-10-25,35,82
2014-10-26,20,78
2014-10-27,10,84
2014-03-13,18,64
2014-04-01,20,61
2014-04-14,11,60
2014-04-29,11,67
2014-05-30,14,86
2007-06-07,1,
2014-07-03,10,80
2014-07-06,26,92
2014-07-24,9,82
2014-07-26,11,99
2014-08-08,18,83
2014-08-26,14,98
2014-08-27,13,95
2014-08-28,26,92
2014-08-30,23,88
2014-08-31,23,93
2012-09-01,19,82
2014-09-02,14,84
2014-09-03,16,88
2014-09-04,15,97
2014-09-05,16,97
2014-09-06,17,75
2014-09-07,10,78
2014-09-08,14,83
2014-09-10,17,89
2014-09-11,13,67
2014-09-12,11,60
2014-09-13,15,65
2014-09-14,20,73
2014-09-17,16,67
2014-09-18,19,75
2014-09-24,18,79
2012-12-01,21,70
2014-04-09,21,69
2012-05-24,17,92
2013-05-24,18,69
2014-06-22,12,87
2014-07-07,23,92
2012-07-09,18,92
2014-07-09,14,87
2014-07-19,19,84
2014-07-25,14,81
2014-07-27,24,94
2014-07-28,6,81
2014-07-29,12,82
2014-07-31,9,86
2014-08-02,21,87
2014-08-03,18,89
2014-08-04,13,92
2014-08-05,15,89
2014-08-06,9,89
2014-08-07,11,76
2014-08-09,24,82
2014-08-10,20,84
2014-08-11,13,87
2014-08-12,33,82
2014-08-13,5,82
2014-08-16,10,81
2014-08-17,12,80
2014-08-18,23,89
2014-08-19,13,89
2014-08-20,17,91
2014-08-21,8,96
2014-08-22,11,95
2014-08-24,14,98
2014-08-29,17,93
2012-09-18,11,69
2007-11-01,2,
2011-12-01,15,51
2005-01-01,5,
1974-04-08,1,
2014-04-11,27,74
2014-05-04,11,80
2014-06-03,19,92
2014-06-07,16,79
2014-06-21,16,94
2014-06-25,17,90
2014-06-27,10,88
2014-06-30,14,94
2014-07-02,15,78
2014-07-04,17,84
2014-07-05,23,82
2014-07-08,10,88
2014-07-10,7,85
2014-07-11,12,90
2014-07-13,11,92
2014-07-14,11,90
2014-07-15,8,76
2014-07-16,16,79
2014-07-18,21,82
2014-07-21,12,89
2014-07-22,19,93
2014-07-23,16,85
2001-11-20,1,
2014-02-06,2,13
2014-04-18,16,72
2014-05-03,17,77
2014-05-07,15,86
2014-05-14,9,55
2014-05-16,7,60
2014-05-18,20,69
2014-05-24,19,82
2014-05-25,16,79
2014-05-26,14,88
2014-05-27,20,87
2014-05-29,14,86
2014-05-31,16,89
2014-06-02,13,85
2014-06-04,14,85
2014-06-05,12,75
2014-06-06,13,84
2014-06-08,17,77
2014-06-09,11,79
2014-06-10,7,80
2014-06-11,10,75
2014-06-12,8,82
2014-06-13,10,76
2014-06-14,15,81
2014-06-15,16,88
2014-06-16,9,92
2014-06-17,10,92
2013-06-18,15,89
2014-06-18,13,94
2014-06-19,14,95
2014-06-20,11,92
2014-06-24,5,88
2014-06-26,11,92
2014-06-29,20,86
2010-07-01,16,83
2013-07-01,26,81
2013-08-14,19,76
2011-09-01,16,104
1990-10-26,1,
2012-12-11,6,43
2000-01-01,3,
2006-01-01,4,
2001-02-01,-1,
2014-04-02,11,55
2014-04-12,26,83
2014-04-19,16,76
2014-04-21,5,76
2014-04-23,27,66
2014-04-26,25,80
2014-04-28,20,76
2014-04-30,16,59
2014-05-02,11,63
2014-05-05,13,88
2014-05-08,17,89
2003-05-09,1,
2014-05-10,12,84
2014-05-11,13,88
2014-05-12,8,89
2014-05-13,14,70
2014-05-15,8,64
2014-05-17,20,65
2014-05-19,9,79
2014-05-21,15,89
2014-05-22,17,80
2014-05-23,11,82
2014-05-28,13,87
2013-08-16,11,77
2006-09-25,1,
2002-10-05,2,
2013-10-06,7,60
2013-11-28,6,48
1998-12-31,1,
2013-12-31,19,44
2007-01-02,0,
2010-02-08,8,32
2014-02-24,11,38
2014-03-06,10,48
2014-03-09,13,59
2014-03-14,9,69
2014-03-21,17,77
2014-03-22,12,51
2014-03-24,7,40
2014-03-25,16,41
2014-03-27,21,62
2014-03-28,17,52
2014-03-29,13,48
2014-03-31,9,69
2014-04-03,14,66
2014-04-04,15,59
2014-04-05,12,55
2014-04-06,7,60
2014-04-07,6,53
2014-04-08,15,63
2014-04-10,15,84
2014-04-13,20,76
2014-04-15,10,50
2014-04-16,16,59
2014-04-17,7,68
2014-04-22,14,69
2014-04-24,11,81
2014-04-25,16,77
2014-04-27,19,81
2012-06-01,19,71
2013-08-01,12,88
2012-10-01,12,66
2014-01-10,3,46
2014-01-13,19,59
2014-01-19,17,53
2014-01-21,7,40
2013-10-15,11,69
2013-10-23,11,51
2007-10-30,1,
2013-10-07,12,71
2013-12-26,19,52
2013-12-07,4,24
2014-02-11,13,20
2014-02-14,7,37
2014-02-16,8,33
2014-02-17,5,45
2014-02-19,6,54
2014-02-23,15,38
2014-02-26,3,28
2014-02-27,11,29
2014-02-07,4,19
2014-02-09,12,28
2014-03-01,18,43
2014-03-10,13,80
2014-03-11,15,83
2014-03-12,9,47
2013-03-13,8,42
2014-03-15,27,72
2014-03-16,10,48
2014-03-18,7,60
2014-03-19,14,53
2014-03-02,4,25
2014-03-20,11,69
2014-03-23,9,43
2008-03-29,24,51
2014-03-03,6,24
2014-03-30,12,66
2014-03-04,16,39
2014-03-05,7,42
2014-03-07,24,62
2014-03-08,13,45
2013-04-01,14,49
2005-06-15,1,
2013-06-20,15,91
2013-07-15,9,91
2013-08-17,13,81
2013-08-04,20,80
2013-09-19,17,92
2014-01-14,10,49
2014-01-17,8,25
2014-01-22,2,30
2014-01-26,20,60
2014-01-28,6,20
2013-11-30,14,59
2013-12-14,11,35
2013-12-17,8,41
2012-12-25,3,35
2014-02-01,11,37
2007-02-10,1,
2014-02-10,9,17
2014-02-12,14,34
2014-02-13,9,49
2014-02-15,8,29
2014-02-18,5,63
2014-02-02,6,28
2014-02-20,6,73
2014-02-21,6,57
2014-02-22,14,62
2014-02-25,13,32
2014-02-28,4,48
2014-02-03,21,30
2014-02-04,4,28
2014-02-05,7,22
2014-02-08,6,30
2014-01-04,10,46
2014-01-05,2,35
2014-01-07,3,24
2014-01-08,8,28
2014-01-09,10,34
2014-01-11,7,49
2014-01-12,5,59
2014-01-15,7,31
2014-01-16,15,47
2013-01-18,14,56
2014-01-18,9,43
2014-01-20,8,50
2014-01-23,10,14
2014-01-24,10,36
2014-01-25,10,43
2014-01-27,9,25
2014-01-29,9,35
2014-01-30,11,47
2014-01-31,7,39
2011-03-03,21,63
2008-04-29,22,58
2012-08-10,24,80
2012-09-07,13,93
2013-09-12,33,86
2013-10-18,9,62
2013-11-02,10,57
2013-11-15,9,60
2013-12-04,9,69
2013-12-09,17,29
2013-12-12,8,40
2013-12-23,12,27
2013-12-24,15,24
2012-12-26,19,33
2013-10-13,19,74
2013-10-14,8,68
2013-10-17,15,66
2013-10-29,16,59
2013-11-17,17,80
2013-11-18,12,57
2013-11-19,32,49
2013-11-22,5,50
2013-11-25,22,38
2013-11-27,8,30
2013-11-29,14,46
2013-12-10,16,38
2013-12-11,8,34
2013-12-13,5,36
2013-12-15,3,37
2013-12-16,2,34
2013-12-18,14,52
2013-12-19,9,61
2013-12-02,10,59
2013-12-22,16,36
2013-12-25,7,37
2013-12-27,21,56
2013-12-28,11,61
2013-12-29,16,45
2013-12-03,16,60
2013-12-30,12,31
2013-12-05,14,40
2013-12-06,8,24
2013-12-08,4,29
2013-03-10,11,61
2013-06-01,20,79
2011-06-03,26,96
2013-07-30,9,77
2013-08-11,22,86
2013-08-03,25,85
2013-09-30,19,79
2013-01-24,12,28
2013-10-12,18,79
2013-10-16,8,60
2013-10-21,10,57
2013-10-24,12,49
2013-10-25,19,56
2013-10-27,16,61
2013-10-28,20,69
2013-10-30,7,73
1997-10-04,0,
2013-11-11,20,66
2013-11-12,12,37
2013-11-13,18,48
2013-11-14,7,60
2013-11-16,23,66
2013-11-20,7,51
2013-11-21,9,52
2013-11-23,10,34
2013-11-24,13,30
2013-11-26,11,41
2013-11-03,15,59
2012-11-30,22,66
2013-11-04,12,63
2013-11-05,6,61
2013-11-07,16,57
2013-11-09,8,69
2008-12-01,12,34
2012-04-12,13,64
2013-05-05,18,62
2010-06-15,16,88
2010-06-20,20,96
2013-06-04,16,75
1984-07-01,2,
2013-07-19,9,98
2013-07-08,18,94
2012-08-01,17,101
2013-09-01,23,91
2013-09-16,19,75
2013-09-02,15,84
2013-09-20,18,77
2013-09-25,12,83
2013-10-10,16,80
2013-10-11,16,81
2013-10-19,14,59
2013-10-02,10,85
2013-10-20,10,73
2013-10-22,9,62
2013-10-26,12,66
2013-10-03,7,88
2013-10-31,3,68
2013-10-04,16,89
2013-10-05,20,80
2013-10-08,14,76
2009-10-09,9,55
2013-10-09,9,75
2012-12-18,16,60
2012-12-22,17,47
2008-12-25,10,35
2013-02-28,7,36
2006-04-18,1,
2008-05-01,25,73
2013-05-23,20,65
1998-06-18,1,
2012-07-20,15,86
2013-07-24,15,81
2013-07-09,18,95
2012-08-24,15,95
2013-08-29,5,98
2013-09-17,16,72
2013-09-18,11,88
2013-09-21,24,73
2013-09-23,6,77
2013-09-24,26,83
2013-09-27,18,85
2013-09-28,22,86
2013-09-29,15,76
2013-09-06,16,89
2012-10-19,11,54
2009-11-26,7,43
2012-11-03,19,51
2009-11-09,22,69
2012-02-01,23,60
2012-05-17,23,80
2013-05-02,13,71
2012-06-15,15,93
2012-06-22,26,86
2012-06-29,22,106
2013-07-11,9,84
2013-07-20,21,93
2007-07-30,1,
2008-07-30,18,78
2013-07-05,22,84
2013-08-20,14,90
2013-08-23,19,90
2013-08-25,17,94
2013-08-26,14,97
2013-08-31,16,103
2013-08-05,17,75
2013-08-09,12,81
2013-09-10,17,98
2013-09-11,12,98
2013-09-13,13,76
2013-09-14,14,76
2013-09-15,15,84
2012-09-21,13,84
2013-09-22,12,76
2013-09-26,14,85
2013-09-03,13,84
2013-09-04,10,88
2013-09-05,19,89
2013-09-07,26,94
2013-09-08,17,85
2013-09-09,20,99
2013-01-02,8,33
2009-04-14,18,48
1996-05-01,1,
2013-05-25,14,70
2013-06-24,8,93
2013-07-13,21,86
2013-07-17,16,94
2013-07-27,21,78
2013-07-29,14,81
2013-07-31,11,82
2013-08-02,7,83
2013-08-06,14,90
2013-08-07,19,91
2013-08-08,7,81
2013-08-10,30,85
2013-08-12,6,82
2013-08-13,11,80
2013-08-15,15,76
2011-08-17,13,90
2013-08-18,30,84
2013-08-19,12,88
2013-08-21,18,93
2013-08-22,14,92
2013-08-24,20,92
2013-08-27,11,97
2013-08-28,14,97
2012-11-01,23,63
2003-11-20,1,
2001-12-31,1,
2013-02-16,11,38
1995-03-06,1,
2005-04-11,1,
2013-04-17,11,85
2002-05-01,1,
2011-05-09,20,86
2013-05-13,10,74
1996-05-22,1,
2013-06-11,25,92
2013-06-15,24,90
2013-06-22,22,92
2013-06-25,5,94
2013-06-26,14,93
2013-06-27,16,94
2013-06-29,16,83
2013-06-30,13,77
2013-07-02,7,70
2013-07-03,6,83
2013-07-04,20,84
2013-07-06,18,88
2013-07-07,13,92
2013-07-10,12,88
2013-07-12,16,85
2013-07-14,24,90
2013-07-16,18,93
2013-07-18,8,94
2013-07-21,15,84
2013-07-22,14,93
2013-07-23,18,92
2013-07-25,11,83
2013-07-26,12,76
2012-08-13,20,81
2010-09-05,25,83
1998-10-19,1,
2009-10-01,17,74
2011-11-01,33,75
2012-11-02,9,55
2010-11-24,11,58
2007-02-01,1,
2013-02-24,16,42
2013-03-24,10,41
2009-03-28,23,45
2013-03-29,19,62
2013-03-30,11,55
2013-04-18,10,77
2013-04-25,10,64
2013-04-28,14,58
2013-04-09,10,79
2013-05-16,9,83
2013-05-19,39,91
2013-05-20,14,83
2013-05-26,19,84
2013-05-27,14,84
2013-05-28,9,86
2013-05-29,17,88
2013-05-30,17,84
2013-05-31,16,81
2013-05-07,18,80
2013-06-10,26,81
2013-06-12,19,96
2013-06-13,17,85
2013-06-14,11,85
2013-06-17,12,87
1999-06-18,1,
2013-06-19,10,87
2013-06-02,12,69
2013-06-21,11,92
2012-06-23,25,88
2013-06-23,24,90
2013-06-28,6,89
2013-06-03,14,70
2013-06-05,7,81
2013-06-06,12,80
2013-06-07,16,76
2013-06-08,8,81
2013-06-09,24,80
2012-09-19,11,77
2013-02-03,9,33
2013-02-19,18,34
2012-02-28,16,62
2013-04-16,18,50
2013-04-26,17,60
2013-04-27,21,54
2013-04-30,15,87
2013-05-03,7,45
2013-05-04,14,51
2013-05-06,24,69
2013-05-08,17,84
2013-05-09,18,76
2013-05-10,9,67
2013-05-11,16,71
2013-05-14,15,93
2013-05-15,16,92
2013-05-17,24,77
2013-05-18,16,82
2013-05-21,11,82
2013-05-22,17,78
2012-07-11,14,93
2012-09-05,18,86
1998-01-01,2,
2013-02-02,14,45
2013-02-13,7,55
2013-03-20,10,38
2013-03-22,10,43
2013-03-23,8,54
2013-03-28,15,57
2013-03-31,14,69
2012-04-01,27,89
2013-04-02,11,49
2013-04-03,7,53
2013-04-04,10,61
2013-04-05,8,68
2013-04-06,21,76
2013-04-07,13,79
2013-04-08,19,79
2013-04-10,11,82
2013-04-11,8,60
2013-04-12,12,46
2013-04-13,22,62
2013-04-14,15,80
2013-04-15,13,71
2013-04-19,7,53
2013-04-20,16,56
2013-04-21,14,63
2013-04-22,12,73
2013-04-23,10,63
2013-04-24,15,54
2012-04-28,14,80
2013-04-29,15,79
2012-05-15,20,83
2009-07-01,23,82
2011-10-03,13,78
2013-01-03,11,40
2013-01-09,21,58
2013-02-05,18,57
2013-02-08,10,39
2013-02-09,22,43
2013-02-11,9,52
2013-02-18,10,60
2013-03-02,17,36
2013-03-03,7,40
2013-03-04,6,53
2013-03-05,7,43
2013-03-06,10,39
2013-03-07,5,46
2013-03-08,4,54
2013-03-11,13,45
2013-03-12,10,52
2013-03-14,3,52
2013-03-15,16,73
2013-03-16,11,64
2013-03-17,8,39
2013-03-18,7,51
2013-03-19,7,47
2013-03-21,11,37
2013-03-25,4,36
2013-03-26,6,40
2013-03-27,6,45
2012-05-14,17,80
2012-06-02,25,81
2005-06-08,1,
2012-07-05,17,105
2013-01-12,20,58
2013-01-22,6,18
2013-01-23,18,42
2013-01-25,9,45
2013-01-26,10,38
2013-01-27,14,52
2013-01-28,24,74
2013-01-29,15,68
2012-01-30,11,67
2013-01-31,8,33
2013-02-01,5,30
2013-02-04,15,57
2013-02-06,9,52
2013-02-07,9,52
2013-02-10,8,56
2013-02-12,14,46
2013-02-14,3,57
2013-02-20,9,26
2013-02-21,7,33
2013-02-22,7,36
2013-02-23,5,34
2013-02-25,9,43
2013-02-26,11,41
2013-02-27,6,36
2012-03-21,14,81
2006-04-01,1,
1999-04-21,1,
2009-06-01,26,92
2001-09-18,1,
2012-09-26,17,79
2012-12-15,12,65
2013-01-04,14,41
2013-01-05,15,46
2013-01-06,10,43
2013-01-07,16,46
2013-01-08,10,54
2013-01-10,24,59
2013-01-13,12,32
2013-01-14,12,27
2013-01-15,13,31
2013-01-16,22,43
2013-01-17,9,42
2013-01-19,16,66
2013-01-20,17,47
2013-01-21,7,27
2013-01-30,12,54
2012-10-03,10,77
1980-10-21,1,
2012-11-16,12,60
2012-11-25,14,58
2012-12-12,10,51
2012-12-21,8,37
2012-12-23,20,50
2012-12-24,7,35
2012-12-29,18,33
2012-12-31,13,39
2012-10-24,13,84
2012-11-11,9,70
2012-11-17,18,57
2012-11-18,22,61
2012-11-20,13,62
2012-11-21,7,65
2012-11-26,9,44
2012-11-27,16,41
2012-11-28,13,51
2012-11-29,14,61
2012-11-04,9,52
2012-11-05,12,44
2012-11-07,9,49
2012-11-09,17,72
2012-12-10,9,36
2012-12-13,15,57
2012-12-16,16,54
2012-12-17,3,42
2012-12-19,15,53
2012-12-27,7,35
2012-12-28,7,37
2012-12-03,19,74
2012-12-04,17,66
2012-12-05,15,54
2012-12-06,6,53
2012-12-07,12,56
2012-12-08,15,49
2012-12-09,19,51
2012-03-03,16,47
2005-04-20,1,
2004-07-27,0,
2012-07-04,18,105
2012-08-22,21,94
2012-08-29,16,91
2007-09-01,4,
2011-01-09,9,30
2012-10-11,7,66
2012-10-13,8,78
2012-10-15,16,71
2012-10-21,16,78
2012-10-23,16,79
2012-10-25,13,83
2012-10-28,11,53
2012-10-30,15,58
2012-10-31,11,57
2012-10-08,13,62
2012-11-10,34,81
2012-11-12,10,47
2012-11-13,10,51
2012-11-14,11,49
2012-11-15,13,56
2012-11-19,10,59
2012-11-22,5,70
2012-11-23,13,54
2012-11-24,7,39
2012-11-06,6,48
2012-11-08,12,57
2012-03-20,13,83
2012-04-11,17,57
2012-04-29,23,65
2012-08-16,8,98
2012-09-15,13,69
2012-09-25,15,81
2011-01-18,8,42
2012-10-10,12,59
2012-10-12,11,66
2012-10-14,15,75
2012-10-16,17,84
2012-10-18,11,62
2012-10-02,10,72
2012-10-20,13,66
2012-10-26,11,51
2012-10-27,14,52
2012-10-29,9,56
2012-10-04,10,83
2012-10-05,11,54
2012-10-06,16,51
2012-10-07,7,55
2012-10-09,12,69
2012-02-23,12,69
2004-05-12,1,
2012-07-01,9,102
2012-08-19,26,84
2012-09-10,13,79
2012-09-11,13,85
2012-09-13,10,88
2012-09-27,11,71
2012-09-28,10,72
2012-09-29,19,76
2012-09-03,15,88
2011-05-01,12,66
2007-06-15,1,
1994-06-20,1,
2012-07-15,18,96
2012-07-06,21,106
2012-08-15,10,92
2012-08-17,12,82
2012-08-18,21,83
2012-08-23,19,98
2012-08-26,23,87
2012-08-28,13,93
2012-08-30,20,96
2012-08-31,18,83
2012-09-12,15,86
2012-09-14,13,70
2012-09-17,4,76
2012-09-20,11,79
2012-09-22,18,69
2012-09-23,10,68
2012-09-24,10,74
2012-09-30,7,74
2012-09-04,14,92
2012-09-06,17,92
2012-09-09,13,75
2005-04-30,1,
2012-06-05,25,84
2012-06-16,19,96
2012-07-08,22,98
2012-07-12,30,94
2012-07-18,15,106
2012-07-21,13,94
2012-07-27,16,100
2012-07-29,28,87
2012-07-30,19,86
2012-07-31,17,103
2012-08-02,18,98
2012-08-03,7,97
2012-08-04,15,98
2012-08-05,17,92
2012-08-06,19,95
2012-08-07,7,100
2012-08-08,16,100
2012-08-09,14,93
2012-08-11,24,86
2012-08-12,18,85
2009-08-13,17,87
2012-08-14,19,81
2012-08-20,12,87
2012-08-21,11,89
2012-08-25,8,91
2012-08-27,15,88
2012-03-02,12,57
1971-05-01,1,
2004-05-01,1,
2012-05-13,27,77
2012-05-16,18,78
2012-05-29,19,89
2012-06-07,20,83
2012-06-12,24,82
2012-06-17,15,91
2012-06-20,14,95
2012-06-26,8,87
2012-06-27,28,99
2012-06-28,19,108
2012-06-30,17,105
2012-07-02,11,100
2012-07-03,33,101
2012-07-07,12,107
2012-07-10,20,95
2012-07-14,23,92
2012-07-16,7,98
2012-07-17,19,103
2012-07-19,10,104
2012-07-22,34,99
2012-07-23,17,106
2012-07-24,17,107
2012-07-25,18,108
2012-07-26,19,96
2012-07-28,19,93
1976-08-01,1,
2011-08-05,12,86
1982-12-15,1,
2012-03-01,18,66
2012-03-23,15,67
2012-03-29,19,72
2012-03-30,9,82
2012-04-16,28,68
2012-05-01,16,85
2012-05-12,13,80
2012-05-18,22,87
2012-05-26,13,95
2012-05-28,31,94
2012-05-31,9,68
2008-06-01,22,88
2012-06-03,23,88
2012-06-04,14,93
2012-06-06,9,80
2012-06-08,12,88
2012-06-09,21,91
2012-06-10,18,89
2012-06-11,8,79
2012-06-13,17,82
2012-06-14,34,88
2012-06-18,9,95
2012-06-19,29,93
2012-06-21,18,87
2012-06-25,13,90
2011-09-21,18,79
2011-10-01,23,67
1999-10-10,1,
2002-11-19,1,
2012-03-26,18,71
2012-04-07,25,69
2012-04-21,13,60
2012-04-22,21,59
2012-04-26,26,80
2012-04-30,10,73
2012-05-02,22,90
2012-05-03,23,87
2012-05-04,19,86
2012-05-05,24,92
2012-05-07,12,76
2012-05-08,15,75
2012-05-09,12,71
2012-05-10,19,76
1998-05-11,1,
2012-05-11,17,76
2012-05-19,16,90
2012-05-20,13,91
2012-05-21,12,73
2012-05-22,23,78
2012-05-23,15,85
2012-05-25,12,92
2012-05-27,23,93
2012-05-30,14,83
2011-06-16,17,91
2011-11-11,17,65
2007-01-15,2,
2012-01-27,16,42
2012-02-29,10,68
2012-03-05,22,50
2012-03-08,10,67
2012-03-15,12,81
2012-03-17,49,80
2012-03-18,32,82
2012-03-19,34,82
2012-03-22,21,74
2012-03-24,12,75
2012-03-25,19,76
2012-03-27,28,82
2012-03-31,27,76
2012-04-02,16,89
2012-04-03,21,83
2012-04-04,27,68
2012-04-05,17,62
2012-04-06,15,61
2012-04-08,14,69
2012-04-09,18,71
2012-04-10,19,61
2012-04-13,14,57
2011-04-14,16,73
2012-04-14,27,80
2012-04-15,41,78
2012-04-17,13,70
2012-04-18,20,75
2012-04-19,17,79
2012-04-20,17,66
2012-04-23,16,64
2012-04-24,19,78
2012-04-25,16,89
2012-04-27,19,59
2004-06-01,2,
2011-06-22,16,84
2011-11-20,14,62
2012-01-18,9,35
2012-01-26,18,40
2012-02-03,11,55
2012-02-06,7,49
2012-02-13,3,35
2012-02-16,9,49
2012-02-19,16,43
2012-02-26,21,65
2012-02-27,9,53
2011-03-02,4,53
2012-03-04,28,44
2012-03-06,11,75
2012-03-07,11,72
2012-03-09,12,55
2012-03-10,13,65
2012-03-11,22,62
2012-03-12,24,84
2012-03-13,11,83
2012-03-14,14,86
2012-03-16,10,77
2012-03-28,20,82
1976-05-06,1,
2011-07-06,20,93
2006-08-01,2,
1977-08-14,1,
2012-01-04,9,52
2012-01-07,19,53
2012-01-08,12,44
2012-01-10,22,58
2012-01-17,11,69
2010-01-20,13,45
2012-01-21,13,32
2012-01-22,15,55
2012-01-23,12,56
2012-01-28,16,44
2012-01-29,14,48
2012-01-31,12,66
2012-02-02,9,65
2012-02-04,9,48
2012-02-05,8,49
2011-02-06,15,41
2012-02-07,12,50
2012-02-08,11,35
2012-02-09,6,40
2012-02-10,33,42
2012-02-11,13,29
2012-02-12,10,38
2012-02-14,6,40
2012-02-15,15,47
2011-02-17,20,76
2012-02-17,11,58
2012-02-20,8,51
2012-02-21,9,55
2012-02-22,7,64
2012-02-24,7,50
2012-02-25,12,43
2010-03-21,19,44
2011-04-01,19,61
1967-06-21,1,
2011-08-13,18,92
2011-11-29,15,43
2011-12-15,7,61
2011-12-29,14,61
2012-01-02,14,34
2012-01-03,8,39
2012-01-05,12,66
2012-01-06,12,70
2011-01-07,11,36
2012-01-09,9,52
2012-01-11,18,56
2012-01-12,4,38
2012-01-13,12,23
2012-01-14,8,35
2012-01-15,10,45
2012-01-16,9,68
2012-01-19,7,35
2012-01-20,8,29
2011-01-23,18,33
2012-01-24,16,44
2012-01-25,8,35
2010-08-31,11,91
2011-11-17,13,49
2007-11-19,1,
2011-11-25,22,67
2011-11-27,24,42
2011-12-08,11,44
2011-12-12,14,50
2011-12-30,15,58
2011-12-31,16,59
2011-04-07,26,69
2011-05-20,18,81
1998-07-01,1,
2011-08-16,21,84
2009-09-07,19,83
1999-10-03,1,
2011-10-28,21,60
2011-11-05,14,60
2011-11-12,19,64
2011-11-14,14,77
2011-11-16,18,53
2011-11-18,12,58
2011-11-23,14,48
2011-11-26,6,64
2011-11-28,15,40
2011-11-30,11,45
2010-12-01,27,38
2011-12-02,11,47
2011-12-03,16,62
2011-12-04,12,57
2011-12-05,11,35
2011-12-06,5,35
2011-12-07,16,41
2011-12-09,8,39
2011-12-10,13,39
2011-12-11,21,49
2011-12-13,17,48
2011-12-14,15,62
2011-12-16,15,40
2010-12-17,13,31
2011-12-17,18,48
2011-12-18,18,57
2011-12-19,9,56
2011-12-20,13,48
