just_date,Count,TMAX
2011-12-21,11,47
2011-12-22,12,42
2011-12-23,9,39
2011-12-24,20,48
2011-12-25,10,53
2011-12-27,6,44
2011-12-28,15,49
2011-05-12,22,88
2011-05-25,11,85
2011-06-29,21,87
2011-08-15,20,82
2011-09-10,20,76
2011-09-24,31,68
2011-10-02,15,71
2011-10-07,21,85
2011-10-12,15,73
2011-10-13,18,75
2011-10-15,7,71
2011-10-20,17,57
2011-10-26,15,73
2011-10-27,25,57
2011-10-29,26,63
2011-10-30,36,64
2011-11-02,12,76
2011-11-03,9,57
2011-11-04,15,57
2011-11-06,21,65
2011-11-07,12,65
2011-11-08,16,69
2011-11-09,13,62
2011-11-10,6,50
2011-11-13,24,77
2011-11-15,15,65
2011-11-19,27,65
2011-11-22,9,49
2011-11-24,14,60
2003-12-21,1,
2011-03-17,27,83
2011-08-21,17,91
2011-08-22,17,87
2011-09-11,22,83
2011-09-16,33,67
2011-09-18,18,71
2011-09-19,17,71
2010-09-20,14,90
2011-09-22,16,64
2011-09-26,12,73
2011-09-27,23,72
2011-09-30,10,73
2011-10-04,15,81
2011-10-05,19,82
2011-10-06,8,84
2011-10-08,24,82
2011-10-09,37,82
2011-10-10,16,80
2011-10-11,14,81
2011-10-14,15,72
2011-10-16,12,83
2011-10-17,10,62
2011-10-18,8,55
2011-10-19,22,50
2011-10-21,23,63
2011-10-22,20,73
2011-10-23,28,76
2011-10-24,22,75
2011-10-25,14,83
2011-10-31,9,63
2009-02-19,9,31
2011-05-31,27,88
2011-06-18,22,87
2011-08-02,18,102
2011-08-06,11,95
2011-08-18,11,94
2011-08-20,21,93
2011-08-25,19,88
2011-08-26,22,90
2011-08-27,35,93
2011-08-29,13,87
2011-08-30,10,91
2011-09-02,8,101
2011-09-03,19,101
2011-09-04,17,80
2011-09-05,13,75
2011-09-06,22,75
2011-09-07,10,79
2011-09-08,18,81
2011-09-09,13,67
2011-09-12,17,90
2011-09-14,8,70
2011-09-15,16,64
2011-09-17,13,70
2011-09-20,12,77
2011-09-23,6,66
2011-09-25,32,69
2011-09-28,19,76
2011-09-29,9,88
2011-06-05,25,90
2011-06-10,18,95
2011-06-11,25,83
2011-06-19,11,90
2011-06-20,18,91
2011-06-25,25,79
2011-07-02,33,99
2011-07-07,9,87
2011-07-08,18,87
2011-07-14,14,89
2011-07-18,18,97
2011-07-20,12,100
2011-07-22,10,101
2011-07-24,25,93
2011-07-27,7,100
2011-07-29,17,98
2011-07-30,24,87
2011-07-31,21,95
2011-08-03,12,95
2011-08-04,7,91
2011-08-07,18,98
2011-08-08,17,90
2011-08-09,24,94
2011-08-10,15,80
2011-08-11,11,85
2011-08-12,28,89
2011-08-14,23,84
2011-08-19,16,94
2011-08-23,26,99
2011-08-24,13,100
2011-08-28,20,87
2011-08-31,11,103
2004-10-19,1,
2009-12-25,13,52
2011-03-14,8,39
2011-04-28,9,69
2006-05-01,1,
2011-05-07,35,82
2011-05-18,19,73
2011-05-30,22,93
2011-06-04,25,98
2011-06-06,25,97
2011-06-12,25,77
2011-06-15,10,87
2011-06-17,18,80
2011-06-30,27,92
2011-07-03,18,91
2011-07-04,34,85
2011-07-05,26,89
2010-07-08,19,90
2011-07-09,32,90
2011-07-10,24,97
2011-07-11,16,100
2011-07-12,18,102
2011-07-13,9,91
2011-07-15,16,90
2011-07-16,19,92
2011-07-17,18,95
2011-07-19,17,99
2011-07-21,16,103
2011-07-23,17,100
2011-07-25,17,95
2011-07-26,27,98
2011-07-28,11,101
2010-10-31,12,62
2011-02-01,10,31
2000-02-23,1,
2011-03-01,14,58
2011-04-17,24,75
2011-04-30,32,80
2011-05-21,19,85
2011-05-22,20,87
2011-05-23,15,81
2011-05-24,23,85
2011-05-26,16,64
2011-05-27,20,68
2011-05-28,19,75
2011-05-29,16,93
2011-05-03,17,62
2011-05-05,10,72
2011-06-14,22,80
2011-06-02,21,85
2011-06-21,15,87
2011-06-23,21,76
2011-06-24,17,83
2011-06-26,22,86
2011-06-27,14,83
2011-06-28,25,84
2011-06-07,13,96
2011-06-08,20,97
2011-06-09,24,93
2011-01-14,20,38
2011-01-02,11,35
2006-10-22,1,
2010-11-26,14,46
2011-02-16,13,74
2011-02-22,15,37
2011-03-30,16,53
2010-04-01,19,87
2011-04-13,24,74
2011-04-15,16,69
2011-04-19,19,88
2011-04-23,19,71
2011-04-24,17,58
2011-04-25,20,66
2011-04-26,16,71
2011-04-29,24,72
2011-04-03,15,90
2011-04-08,19,76
2011-05-10,24,85
2011-05-11,28,91
2011-05-13,13,78
2011-05-14,19,58
2011-05-15,17,56
2011-05-16,23,63
2011-05-17,16,65
2011-05-19,16,65
2011-05-02,13,56
2011-05-04,7,61
2011-05-06,14,73
2011-05-08,18,81
2010-06-30,18,82
2006-07-05,1,
2011-01-24,15,38
2010-10-25,16,77
2011-02-18,21,64
2011-03-12,22,65
2011-03-13,10,48
2011-03-16,27,67
2011-03-24,14,44
2011-03-25,23,39
2011-03-26,11,39
2011-03-27,22,44
2011-03-28,13,49
2011-03-29,9,46
2011-03-31,6,54
2011-03-04,12,71
2011-04-10,37,90
2011-04-11,28,68
2011-04-12,10,68
2011-04-16,14,53
2011-04-18,17,72
2011-04-20,16,55
2011-04-21,14,61
2011-04-22,26,77
2011-04-27,11,58
2011-04-04,13,78
2011-04-05,13,66
2011-04-06,14,79
2010-04-07,27,78
2011-04-09,28,88
2010-06-22,14,94
2010-07-15,16,93
2010-07-09,23,87
2009-08-01,19,79
2010-09-10,13,69
2011-01-15,16,40
2011-01-20,2,24
2011-01-28,15,47
2011-02-08,4,24
2011-02-20,19,74
2011-02-21,8,64
2011-02-23,12,44
2011-02-25,13,34
2011-02-26,19,44
2011-02-27,24,65
2011-03-05,10,53
2011-03-06,15,44
2011-03-07,15,47
2011-03-08,5,48
2011-03-09,3,49
2011-03-10,7,39
2011-03-11,10,60
2010-03-16,16,58
2011-03-18,22,69
2011-03-19,10,58
2011-03-20,32,82
2011-03-21,23,82
2011-03-22,19,76
2011-03-23,7,75
2009-09-03,16,83
2010-10-16,21,79
2011-01-26,9,32
2011-01-29,17,45
2011-01-30,12,41
2011-02-02,10,21
2011-02-03,5,23
2011-02-07,5,32
2011-02-09,6,20
2011-02-10,5,32
2011-02-11,9,43
2011-02-12,9,51
2011-02-13,7,65
2011-02-14,9,50
2011-02-15,17,54
2011-02-19,16,54
2011-02-24,6,44
2011-02-28,4,46
2008-09-13,40,88
2009-10-06,15,71
2010-12-06,13,32
2011-01-03,9,48
2010-01-04,8,19
2011-01-04,8,38
2011-01-05,17,44
2011-01-06,11,35
2011-01-08,16,25
2011-01-10,9,32
2011-01-11,5,28
2011-01-12,7,19
2010-01-16,16,44
2011-01-16,13,30
2011-01-17,16,42
2011-01-19,6,30
2011-01-21,13,18
2011-01-27,11,41
2011-01-31,11,32
2010-07-19,31,90
2010-09-30,23,79
2010-10-23,31,84
2010-11-04,21,58
2010-11-28,28,54
2010-12-13,9,19
2010-12-18,16,37
2010-12-20,24,45
2010-12-23,14,36
2010-12-26,10,29
2010-12-27,15,30
2010-12-28,12,40
2010-12-31,27,64
2010-01-31,17,41
2004-02-13,1,
2010-03-10,19,75
2009-06-02,18,88
2010-07-04,27,93
2010-09-03,14,78
2010-09-18,28,90
2010-09-22,20,81
2010-09-23,18,92
2010-10-13,14,73
2010-11-07,15,73
2010-11-08,16,75
2010-11-09,10,75
2010-11-14,23,55
2010-11-15,10,59
2010-11-17,18,57
2010-11-23,16,45
2010-11-25,5,57
2010-11-27,21,49
2010-11-30,16,50
2010-12-02,10,45
2010-12-03,13,37
2010-12-04,26,38
2010-12-05,11,31
2010-12-07,17,28
2010-12-08,11,34
2010-12-09,8,40
2010-12-10,17,57
2010-12-11,16,46
2010-12-12,6,26
2010-12-14,8,22
2010-12-15,11,30
2010-12-16,14,30
2010-12-19,18,39
2010-12-21,28,44
2010-12-22,21,36
2010-12-24,16,34
2010-12-25,5,31
2010-12-29,7,45
2010-12-30,12,57
2010-02-28,11,47
2010-05-13,31,81
2001-06-22,1,
2010-07-18,32,91
2010-08-16,17,87
2010-09-01,13,82
2010-09-25,26,76
2010-10-11,27,85
2010-10-12,26,82
2010-10-17,23,79
2010-10-19,18,68
2010-10-20,18,76
2010-10-21,20,69
2010-10-22,17,77
2010-10-27,26,72
2010-10-28,15,53
2009-10-29,15,69
2010-10-30,15,75
2010-11-02,10,58
2010-11-03,26,67
2010-11-05,15,48
2010-11-06,14,53
2010-11-10,20,77
2010-11-11,20,78
2010-11-12,26,75
2010-11-13,18,66
2010-11-16,12,54
2008-11-17,16,44
2010-11-18,12,45
2010-11-19,9,60
2010-11-20,20,56
2010-11-21,25,68
2010-11-22,26,75
2009-01-20,15,30
2010-02-05,7,37
2006-06-06,1,
2010-07-16,31,93
1999-07-22,1,
2010-07-23,12,97
2010-07-24,29,97
2010-08-12,29,99
2010-08-27,23,84
2010-08-28,25,91
2010-08-30,21,86
2010-09-07,25,79
2010-09-08,9,85
2010-09-11,22,83
2010-09-21,16,92
2010-09-24,18,81
2010-10-02,20,64
2010-10-03,16,62
2010-10-04,14,63
2010-10-05,11,70
2010-10-06,20,78
2010-10-07,18,80
2010-10-08,23,83
2010-10-09,23,88
2010-10-10,20,87
2010-10-14,18,73
2010-10-18,13,78
2010-10-24,13,78
2010-10-26,12,75
2010-10-29,16,60
2008-12-08,23,53
2009-12-22,15,41
2010-01-19,14,39
1993-02-09,1,
2010-04-05,8,83
1993-04-09,1,
2010-05-28,18,84
2010-06-17,14,87
2009-07-05,26,76
2002-07-07,1,
2010-07-30,16,83
2010-08-06,15,87
2010-08-08,15,95
2010-08-21,19,90
2010-08-29,23,92
2010-09-02,15,90
2010-09-04,13,76
2010-09-06,25,90
2010-09-09,11,72
2010-09-12,30,86
2010-09-13,18,89
2010-09-14,19,85
2010-09-15,16,84
2010-09-16,16,77
2010-09-17,28,81
2010-09-19,26,78
2010-09-26,10,61
2010-09-27,9,69
2010-09-28,14,77
2010-09-29,8,80
2010-01-25,6,36
2010-03-25,12,59
2010-04-29,20,83
1997-06-03,1,
2010-06-04,18,92
2010-06-25,23,92
2010-06-26,16,96
2009-07-08,15,89
2010-07-10,21,88
2010-07-25,15,88
2010-07-27,14,90
2010-07-31,14,88
2010-08-02,10,91
2010-08-03,10,102
2010-08-04,9,101
2010-08-05,10,91
2010-08-07,24,90
2010-08-09,19,99
2010-08-10,13,98
2010-08-11,6,100
2010-08-13,21,100
2010-08-14,18,97
2010-08-15,16,91
2010-08-17,12,85
2010-08-18,22,89
2010-08-19,21,96
2010-08-20,16,93
2010-08-22,26,91
2010-08-23,19,88
2010-08-24,27,89
2010-08-25,18,82
2010-08-26,23,82
2004-08-31,1,
2009-09-01,20,75
2010-02-01,21,39
2010-04-13,29,84
2010-05-05,21,83
2010-05-09,16,63
2010-06-06,14,83
2010-06-09,21,86
2010-06-10,13,92
2010-06-12,20,94
2010-06-21,19,95
2010-06-23,12,96
2010-06-24,20,86
2010-06-27,26,96
2010-06-28,21,89
2010-06-29,16,83
2010-07-02,15,85
2010-07-03,18,92
2010-07-05,19,93
2010-07-06,23,94
2010-07-07,20,93
2010-07-11,30,87
2010-07-12,37,88
2010-07-13,15,93
2010-07-14,28,96
2010-07-17,27,96
2010-07-20,14,92
2010-07-21,15,94
2010-07-22,16,96
2010-07-26,23,88
2010-07-28,16,94
2010-07-29,13,90
1985-12-01,1,
2010-01-13,28,50
2009-01-29,15,36
2010-03-01,8,39
2010-03-20,17,58
2010-05-08,16,60
2010-05-10,19,63
2010-05-15,22,60
2010-05-16,24,65
2010-05-18,9,72
2010-05-21,15,73
2010-05-23,24,92
2010-05-24,13,91
2010-05-26,22,90
2010-05-27,18,88
2010-05-30,30,88
2010-05-31,17,89
2010-06-01,16,90
2010-06-02,17,82
2010-06-03,19,85
2010-06-05,19,90
2010-06-07,31,83
2010-06-08,14,79
2010-06-11,23,86
2010-06-13,21,95
2010-06-14,16,90
2010-06-16,20,89
2010-06-18,20,95
2010-06-19,23,93
2009-09-25,31,79
2009-11-01,25,62
2009-11-03,19,57
2010-01-07,11,26
2009-02-01,21,47
2010-02-11,10,37
2010-02-15,13,26
2010-02-18,13,43
2010-02-24,15,30
2010-03-31,14,86
2010-04-06,17,87
2010-04-09,20,71
2010-04-19,16,66
2010-04-26,25,62
2010-04-27,15,66
2010-04-30,10,77
2010-05-02,23,73
2010-05-03,18,80
2010-05-04,15,83
2010-05-07,19,82
2010-05-11,22,79
2010-05-12,9,79
2010-05-14,24,65
2010-05-17,12,62
2010-05-19,14,71
2010-05-20,14,64
2010-05-22,10,85
2010-05-25,10,89
2010-05-29,22,89
2009-09-23,23,79
2009-09-30,21,69
2009-10-26,23,56
2009-12-13,14,45
2010-02-09,4,29
2010-02-20,11,55
2010-03-26,15,52
2010-03-27,21,59
2010-03-29,21,61
2010-03-30,18,73
2010-04-02,7,81
2010-04-03,24,68
2010-04-04,23,83
2010-04-08,38,61
2010-04-10,22,77
2010-04-11,11,82
2010-04-12,25,80
2010-04-14,11,86
2010-04-15,22,86
2010-04-16,20,76
2010-04-17,22,67
2010-04-18,21,67
2010-04-20,16,72
2010-04-21,10,76
2010-04-22,21,74
2010-04-23,19,77
2010-04-25,15,58
2010-04-28,13,71
2009-06-07,27,80
2008-07-28,25,87
2010-02-22,10,38
2010-03-02,16,45
2010-03-03,13,46
2010-03-04,13,50
2010-03-05,12,52
2010-03-06,12,58
2010-03-08,9,59
2010-03-09,11,57
2010-03-11,16,68
2010-03-12,24,50
2010-03-13,11,48
2010-03-15,23,54
2010-03-17,18,61
2010-03-18,16,64
2010-03-19,20,68
2010-03-22,20,60
2010-03-23,17,71
2010-03-24,21,73
2010-03-28,12,57
2009-05-24,38,85
2009-09-02,20,77
2010-01-10,19,28
2010-01-23,14,53
2010-01-28,7,31
2010-01-29,10,22
2010-01-30,15,33
2010-02-02,11,41
2010-02-03,10,38
2010-02-04,9,38
2010-02-06,13,35
2010-02-07,11,36
2010-02-10,6,31
2010-02-12,8,36
2010-02-13,13,37
2010-02-14,21,32
2010-02-16,7,33
2010-02-17,4,35
2010-02-19,21,43
2010-02-21,10,43
2010-02-23,6,39
2010-02-25,7,38
2010-02-26,9,41
2010-02-27,19,42
2009-09-27,17,83
2007-10-01,1,
2009-10-21,20,66
2009-12-04,23,33
2009-12-27,19,30
2010-01-02,14,18
2010-01-03,9,15
2010-01-06,6,30
2010-01-08,7,14
2010-01-09,10,15
2010-01-11,11,32
2010-01-12,12,32
2010-01-14,15,53
2010-01-15,16,44
2010-01-17,11,41
2010-01-18,13,46
2010-01-21,7,43
2010-01-22,22,40
2010-01-24,10,50
2010-01-26,6,31
2010-01-27,16,38
2009-03-14,23,57
2007-03-24,1,
2009-04-15,17,63
1999-04-26,1,
2003-04-26,1,
2009-06-13,30,85
2005-06-30,2,
2009-07-07,25,88
2009-07-20,23,84
2009-09-15,33,81
2009-09-24,11,74
2008-10-03,17,74
2009-10-20,24,77
2009-10-31,28,56
2009-11-22,25,60
2009-12-17,10,54
2008-12-26,14,66
2009-12-28,19,39
2009-12-29,15,30
2009-12-30,12,36
2002-01-27,1,
2009-05-08,30,73
2009-05-21,18,86
2005-08-01,2,
2009-09-19,34,83
2009-10-23,24,63
2009-11-02,23,70
2009-11-06,16,72
2009-11-08,19,76
2009-11-18,31,46
2009-11-19,22,52
2009-11-25,21,54
2009-11-28,27,73
2009-11-30,14,48
2009-12-01,12,57
2009-12-02,11,43
2009-12-03,18,39
2009-12-05,18,41
2009-12-06,9,39
2009-12-07,13,39
2009-12-08,13,43
2009-12-09,16,44
2009-12-10,8,28
2009-12-11,7,41
2009-12-12,20,41
2009-12-14,21,54
2009-12-15,15,30
2009-12-16,9,38
2009-12-18,19,45
2009-12-19,16,33
2009-12-20,17,33
2009-12-21,20,37
2009-12-23,10,52
2009-12-24,11,52
2009-12-26,13,31
2009-12-31,11,37
2009-04-01,20,65
2009-04-13,13,52
2009-08-07,20,89
2009-08-14,24,89
2008-08-26,27,83
2009-10-11,27,54
2009-10-16,20,47
2009-10-17,12,53
2009-10-25,36,66
2009-11-04,17,64
2009-11-05,11,61
2009-11-07,27,78
2009-11-10,22,58
2009-11-11,21,62
2008-11-12,16,58
2009-11-12,15,59
2009-11-13,15,65
2009-11-14,38,71
2009-11-15,20,56
2009-11-16,13,52
2009-11-20,27,59
2009-11-21,16,64
2009-11-23,25,60
2009-11-24,17,56
2009-11-27,20,56
2009-11-29,26,58
2009-01-07,18,41
2005-01-26,1,
2003-03-26,1,
2009-05-01,16,65
2008-06-26,23,87
2009-07-13,23,85
2009-07-21,9,78
2009-08-05,19,89
2009-08-26,17,89
2009-08-29,28,80
2002-09-05,1,
2009-09-12,18,83
2009-09-18,26,80
2009-09-22,15,82
2009-09-26,24,71
2009-10-02,24,66
2006-10-03,1,
2009-10-03,27,61
2009-10-04,19,68
2009-10-05,18,70
2009-10-07,10,66
2009-10-08,10,59
2009-10-10,25,59
2009-10-12,18,57
2009-10-13,21,50
2009-10-14,14,47
2009-10-15,24,50
2009-10-18,26,59
2009-10-19,20,74
2009-10-22,12,63
2009-10-24,20,62
2009-10-27,23,53
2009-10-28,14,58
2009-10-30,11,70
2006-10-31,1,
2008-11-05,21,75
1994-05-16,1,
2009-05-31,30,81
2009-08-11,20,88
2009-08-16,16,91
2009-08-30,27,68
2009-09-04,20,82
2006-09-05,1,
2009-09-05,11,74
2009-09-06,34,77
2007-09-08,0,
2009-09-08,24,82
2009-09-09,12,83
2009-09-10,21,83
2009-09-11,21,83
2009-09-13,25,81
2009-09-14,26,81
2009-09-16,23,84
2009-09-17,16,80
2009-09-20,16,69
2009-09-21,9,82
2009-09-28,21,70
2009-09-29,12,67
1998-12-05,1,
2005-05-01,1,
2009-05-22,33,86
2009-05-30,17,88
2009-06-11,18,83
2009-07-09,21,91
2009-07-10,29,87
2009-07-12,21,79
2009-07-18,26,73
2009-07-26,35,85
2009-07-28,18,93
2009-07-29,23,82
2009-07-30,18,82
2009-07-31,19,83
2009-08-02,17,83
2009-08-03,20,93
2009-08-04,20,88
2009-08-06,21,86
2009-08-08,25,97
2009-08-09,31,98
2009-08-10,16,88
2009-08-12,23,85
2009-08-15,31,91
2009-08-17,10,90
2009-08-18,20,83
2009-08-19,24,93
2009-08-21,15,82
2009-08-22,17,77
2009-08-23,22,78
2009-08-24,13,80
2009-08-25,16,85
2009-08-27,18,90
2009-08-28,25,77
2009-08-31,20,73
2008-10-01,25,67
2007-12-15,1,
2009-02-21,26,47
2009-04-16,30,63
2006-04-26,1,
2004-05-27,1,
2009-05-28,23,67
2009-06-12,19,75
2009-06-15,19,77
2009-06-16,28,82
2009-06-29,16,91
2009-06-30,27,87
2009-07-02,14,84
2009-07-03,16,86
2009-07-04,14,77
2009-07-06,20,85
2009-07-11,20,90
2009-07-14,20,82
2009-07-15,19,87
2009-07-16,26,89
2009-07-19,21,79
2009-07-22,25,79
2009-07-23,20,87
2009-07-24,22,91
2009-07-25,17,86
2009-07-27,27,88
1998-10-01,1,
2002-04-01,1,
2009-04-07,23,53
2009-04-21,28,62
2009-05-03,39,66
2009-05-23,33,84
2009-05-27,21,85
2009-05-29,26,81
2009-06-03,12,69
2009-06-04,25,72
2009-06-05,18,79
2009-06-06,32,82
2009-06-08,30,86
2009-06-09,32,76
2009-06-10,14,87
2009-06-14,26,80
2009-06-18,16,94
2009-06-19,17,95
2009-06-20,29,91
2009-06-21,23,94
2009-06-22,15,97
2009-06-23,25,96
2009-06-24,25,95
2009-06-25,9,96
2009-06-26,15,94
2009-06-27,27,98
2009-06-28,18,85
2008-12-15,13,29
2009-02-15,18,38
2004-03-01,1,
2009-03-08,51,75
2009-04-10,18,51
2009-04-18,16,71
2009-04-20,35,66
2009-04-24,32,90
2009-04-27,35,75
2009-04-28,37,65
2009-04-29,24,75
2009-04-30,18,70
2009-05-02,21,67
2009-05-04,20,71
2009-05-05,22,76
2009-05-06,13,70
2009-05-07,13,81
2009-05-09,32,68
2009-05-10,23,66
2009-05-11,25,73
2009-05-12,14,74
2009-05-13,18,84
2009-05-14,16,75
2009-05-15,22,86
2009-05-16,22,64
2009-05-17,32,66
2009-05-18,25,71
2009-05-19,19,81
2009-05-20,20,82
2009-05-25,25,76
2009-05-26,13,83
2002-06-11,1,
2008-09-24,13,86
2008-10-15,19,78
2008-11-20,18,38
2009-01-06,27,33
2009-03-01,12,33
2009-03-20,34,57
2005-03-21,1,
2009-03-22,24,69
2009-03-23,20,75
2009-03-26,20,63
2009-03-29,14,50
2009-03-30,18,66
2009-04-02,20,62
2009-04-03,27,59
2009-04-04,37,66
2009-04-05,20,67
2009-04-06,10,43
2009-04-08,21,63
2009-04-09,12,58
2009-04-11,12,59
2009-04-12,21,54
2009-04-17,28,74
2009-04-19,19,63
2009-04-22,14,75
2009-04-23,35,83
2009-04-25,26,87
2009-04-26,40,86
2003-05-06,1,
2001-06-14,1,
2006-07-02,0,
1997-10-31,1,
2008-11-11,20,50
2000-11-13,1,
2000-11-18,1,
2008-01-21,18,40
2009-01-26,6,20
2009-02-04,6,25
2009-02-06,16,66
2009-02-18,22,54
2009-02-26,24,68
2009-02-27,22,44
2009-02-28,22,32
2009-03-02,11,32
2009-03-03,18,36
2009-03-04,15,59
2009-03-05,26,69
2009-03-06,15,82
2009-03-07,28,77
2008-03-09,16,50
2009-03-09,15,56
2009-03-10,21,80
2009-03-11,14,37
2009-03-12,12,35
2009-03-13,14,48
2009-03-15,28,61
2009-03-16,41,70
2009-03-17,36,79
2009-03-18,15,70
2009-03-19,15,58
2009-03-21,35,60
2009-03-24,20,70
2009-03-25,22,60
2009-03-27,16,56
2009-03-31,17,62
2001-06-01,1,
2004-08-19,1,
2008-09-07,34,77
2009-01-08,16,35
2009-01-12,19,43
2009-01-17,15,45
2009-01-21,19,48
2009-01-23,18,44
2009-01-28,8,27
2009-02-02,10,40
2009-02-03,15,31
2009-02-05,20,45
2009-02-07,21,70
2009-02-08,24,58
2009-02-09,18,71
2009-02-10,21,71
2009-02-11,9,57
2009-02-12,24,57
2009-02-13,21,51
2009-02-14,18,41
2009-02-16,7,41
2009-02-17,13,45
2009-02-20,12,44
2009-02-22,18,35
2009-02-23,19,38
2009-02-24,12,49
2009-02-25,24,70
2005-07-02,0,
2008-07-12,26,91
2007-11-07,2,
2008-12-06,21,45
2008-12-23,17,38
2009-01-02,11,47
2009-01-03,26,61
2009-01-04,18,58
2009-01-05,17,30
2009-01-09,36,61
2009-01-10,13,53
2009-01-11,22,42
2009-01-13,12,36
2009-01-14,16,40
2009-01-15,12,13
2009-01-16,17,16
2009-01-18,24,38
2009-01-19,15,34
2009-01-22,19,58
2009-01-24,17,24
2009-01-25,2,18
2009-01-27,14,19
2009-01-30,14,34
2000-02-01,1,
2000-03-13,1,
2008-05-18,45,73
2008-09-11,33,83
2008-10-14,31,71
2008-12-11,15,39
2008-12-19,20,55
2008-12-21,11,16
2008-12-24,12,42
2008-12-27,16,68
2008-12-28,26,48
2008-12-30,18,66
2008-12-31,16,30
2008-07-04,47,79
2007-08-08,1,
1999-09-01,2,
2008-11-01,25,74
2008-11-04,20,74
2006-11-09,1,
2008-11-14,20,57
2008-11-16,16,57
2008-11-24,26,53
2008-11-25,21,44
2008-11-29,39,46
2008-11-30,16,36
2008-12-02,15,48
2008-12-03,21,49
2008-12-04,25,33
2008-12-05,16,32
2008-12-07,18,32
2008-12-09,15,55
2008-12-10,19,34
2008-12-12,13,42
2008-12-13,20,49
2008-12-14,11,61
2008-12-16,14,22
2008-12-17,19,26
2008-12-18,8,34
2008-12-20,16,37
2008-12-22,9,22
2008-12-29,27,57
2008-01-10,9,46
2007-03-22,1,
1999-06-17,1,
2007-07-17,1,
2007-08-02,0,
2008-08-05,18,96
2008-08-31,21,90
2008-09-03,22,79
2008-10-06,11,80
2008-10-18,18,62
2008-10-20,19,70
2008-10-22,14,62
2008-10-23,13,54
2008-10-25,25,61
2008-10-30,32,73
2008-10-31,25,75
2008-11-02,37,76
2008-11-03,21,77
2008-11-06,23,68
2008-11-07,11,52
2008-11-08,19,44
2008-11-09,7,41
2008-11-10,9,42
2008-11-15,20,44
2008-11-18,18,39
2008-11-19,20,59
2008-11-21,18,32
2008-11-22,18,38
2008-11-23,13,52
2008-11-26,11,55
2008-11-27,10,57
2008-11-28,26,50
1998-05-01,1,
2008-05-21,26,74
2008-07-22,23,82
2008-08-03,26,88
2008-08-15,23,84
2007-08-27,-1,
2008-09-06,26,74
2008-09-14,15,80
2008-09-19,30,83
2008-09-22,13,83
2008-09-23,28,86
2008-09-25,17,84
2008-09-27,36,81
2008-09-28,28,84
2008-09-29,26,74
2008-09-30,23,67
2008-10-02,20,66
2008-10-04,16,75
2008-10-05,22,81
2008-10-07,16,70
2008-10-09,15,76
2008-10-10,36,78
2008-10-11,32,83
2008-10-12,20,84
2008-10-13,21,75
2008-10-16,14,61
2008-10-17,17,63
2008-10-19,16,66
2008-10-21,14,62
2008-10-24,18,54
2008-10-26,22,64
2008-10-27,20,47
2008-10-28,19,51
2008-10-29,22,65
1999-01-01,1,
2001-03-23,1,
2000-04-29,1,
2008-06-16,19,84
2007-07-01,2,
2008-08-09,30,83
2008-08-17,32,83
2008-08-18,48,84
2008-08-20,23,85
2008-08-22,24,87
2008-08-28,23,90
2008-08-29,25,85
2008-08-30,28,86
2008-09-01,20,94
2008-09-02,15,91
2008-09-04,12,74
2008-09-05,21,64
2008-09-08,22,83
2008-09-09,13,71
2008-09-10,12,78
2008-09-12,22,83
2008-09-15,25,63
2008-09-16,35,73
2008-09-17,12,80
2008-09-18,17,81
2008-09-20,31,73
2008-09-21,28,77
1999-09-25,0,
2008-09-26,22,81
2003-10-01,1,
2003-01-25,1,
2003-02-27,1,
2008-04-20,32,72
2003-04-21,1,
2008-04-30,23,80
2008-06-14,16,87
1999-07-01,1,
2008-07-14,24,90
2008-07-18,27,94
2008-07-23,27,83
2008-07-25,19,84
2008-07-26,33,90
2008-07-29,16,96
2008-07-31,22,86
2008-08-01,16,94
2008-08-02,11,88
2008-08-04,23,98
2008-08-06,24,89
2008-08-07,13,85
2008-08-08,28,83
2008-08-10,17,83
2008-08-11,24,79
2008-08-12,16,83
2008-08-13,18,83
2008-08-14,31,83
2008-08-16,27,82
2008-08-19,16,84
1997-08-20,1,
2008-08-21,27,82
2008-08-23,26,93
2008-08-24,25,83
2007-08-25,1,
2008-08-25,29,80
2008-08-27,19,86
2007-11-04,-1,
2008-04-03,12,52
2000-04-20,1,
2008-04-21,30,78
2008-05-19,25,75
2008-06-09,23,84
2008-06-20,17,82
2008-06-21,28,87
2008-06-25,18,93
2008-06-27,22,89
2008-06-29,27,76
2008-06-30,21,83
2008-07-02,30,89
2008-07-05,26,82
2008-07-06,28,90
2008-07-07,19,94
2008-07-08,22,93
2008-07-09,18,87
2008-07-10,16,89
2008-07-11,33,93
2008-07-13,12,87
2008-07-15,29,91
1988-07-16,0,
2008-07-16,15,93
2008-07-17,25,93
2008-07-19,23,94
2008-07-21,21,98
2008-07-24,15,72
2008-07-27,28,91
2007-08-01,-1,
1988-09-19,1,
1983-10-01,1,
2007-11-06,1,
2005-01-17,1,
1984-02-07,1,
2008-03-07,20,33
2008-03-31,16,66
2004-04-03,1,
2008-04-27,25,58
2008-05-07,12,72
2008-05-15,13,59
2008-05-16,16,72
2008-05-24,18,68
2008-05-25,19,77
2008-05-26,18,81
2008-05-28,24,72
2008-05-30,29,89
2008-05-31,23,88
2008-06-02,21,84
2008-06-03,40,88
2008-06-04,15,88
2008-06-05,18,90
2008-06-06,26,85
2008-06-07,18,92
2008-06-08,26,93
2008-06-10,23,86
2008-06-11,23,87
2008-06-12,21,93
2008-06-13,26,80
2008-06-15,11,91
